Comment,Designator,Footprint,LCSC Part #
1.3M,R7,R0402,
1M,R6,R0402,
1TS003B-1600-3500A,BUTTON,1TS003B16003500A,
1k,R11 R16,R0402,
1uF,C29,C0402,
2k,R8,R0402,
4.7k,R2 R12 R15,R0402,
5.1k,R3 R10,R0402,
10k,R1,R0402,
10k,R4,R0603,
10k,R5 R9 R13 R14 R17 R18 R21 R22 R23,R0402,
10uF/10V,C15,C0603,
10uF/16V,C4 C6 C9 C13,C0603,
22uF,C10,C0603,
47uF,C2 C3,C0603,
47uF,C8 C16,C0805,
100n,C11 C12,C0402,
100nF,C1 C5 C7 C14,C0402,
BAT60B,D1 D2,SOD323-R,
BQ24074RGTR,CHARGER,QFN50P300X300X100-17N,
CH9102F,IC3,QFN24-4X4,
ESP32-C3-MINI-1-N4,IC1,ESP32C3MINI1N4,
GREEN,DONE,CHIPLED_0402,C130723
JST-PH-2_SMD/SMD,BATTERY SOLAR,B2B-PH-SM4,C160352
JST-SH-4P,J2,1X04_1MM_RA_VERT,C7430453
LESD5D5.0CT1G,D8 D9 D10,LESD5D50CT1G,
MMDT3904,Q1,SC70-6,C268586
NTC 10k 3435,NTC,R0603,C2889048
RED,CHARGING,CHIPLED_0402,C21260817
RT9080-33GJ5,LDO LDO_S,SOT94P280X100-5N,
SK6812-EC20,LED_IO9,SK6812EC20,
SLIDE_SWITCH_TA-3530A-A1,S1,TA-3530A-A1,C514024
TS-1088R-02026,RESET,TS1088R02026,
USB-C_GT-USB-7010B,J6,G-SWITCH_GT-USB-7010B,C2837092
USUP_3P_V,J3 J5,1X03_1MM_RA_VERT,C160389
USUP_SPI_CONNECTOR_VERT,J1,1X06_1MM_RA_VERT,C7430455
